|,|__appid,|__name,|__developer,|__publisher,|__score_rank,|__positive,|__negative,|__userscore,|__owners,|__average_forever,|__average_2weeks,|__median_forever,|__median_2weeks,|__price,|__initialprice,|__discount,,
403560,403560,Eaten Alive,Space Cat Studios,Back To Basics Gaming,,166,301,0,"200,000 .. 500,000",241,0,220,0,49,99,51,,
311080,311080,Echelon,MADia Entertainment,Buka Entertainment,,45,62,0,"20,000 .. 50,000",171,0,195,0,399,399,0,,
972170,972170,ECHO OF SOUL,"Blue Potion Games Co., Ltd","Blue Potion Games Co., Ltd",,61,24,0,"0 .. 20,000",68,0,68,0,899,899,0,,
305780,305780,Echo of the Wilds,Anthony Case,Caiysware,,117,31,0,"20,000 .. 50,000",120,0,140,0,899,899,0,,
338000,338000,Echoes+,Binary Zoo,,,763,65,0,"200,000 .. 500,000",31,0,12,0,0,0,0,,
unknow,unknow,Eden Star  Destroy - Build - Protect,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
315810,315810,eden*,minori,MangaGamer,,1923,79,0,"100,000 .. 200,000",394,838,222,1295,1999,1999,0,,
38740,38740,EDGE,Two Tribes,Two Tribes Publishing,,1714,146,0,"200,000 .. 500,000",103,150,24,299,699,699,0,,
963940,963940,Edge,UNDER WATER,UNDER WATER,,1,2,0,"0 .. 20,000",0,0,0,0,0,0,0,,
238240,238240,Edge of Space,Handyman Studios,Reverb Triple XP,,1002,1639,0,"200,000 .. 500,000",375,9,185,9,1499,1499,0,,
219910,219910,Edna & Harvey: Harvey's New Eyes,Daedalic Entertainment,Daedalic Entertainment,,1663,159,0,"200,000 .. 500,000",238,480,172,480,479,3999,88,,
255320,255320,Edna & Harvey: The Breakout,Daedalic Entertainment,Daedalic Entertainment,,757,159,0,"200,000 .. 500,000",247,16,161,16,149,1499,90,,
unknow,unknow,Eets,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
214550,214550,Eets Munchies,Klei Entertainment,Klei Entertainment,,475,122,0,"200,000 .. 500,000",182,6477,87,6477,699,699,0,,
286140,286140,Eidolon,"Badru, Michael Bell, Zoe Vartanian, Adam Murgittroyd, Meagan Malone, Jeffrey Klinicke, Shadie Hijazi, Jacob Leach, Aron Miller, Isa Hutchinson",Ice Water Games,,208,126,0,"50,000 .. 100,000",87,0,38,0,1500,1500,0,,
298160,298160,Eldevin,Hunted Cow Studios,Hunted Cow Studios,,1085,300,0,"200,000 .. 500,000",606,0,42,0,0,0,0,,
252630,252630,Eldritch,Minor Key Games,Minor Key Games,,1550,206,0,"200,000 .. 500,000",201,114,124,220,1499,1499,0,,
412140,412140,Electric Highways,"Zykov Eddy, Xitilon",Siberian Digital,,1130,137,0,"100,000 .. 200,000",23,9,19,9,0,0,0,,
244870,244870,Electronic Super Joy,Michael Todd Games,Michael Todd Games,,3032,306,0,"100,000 .. 200,000",214,0,142,0,799,799,0,,
301460,301460,Electronic Super Joy: Groove City,"Michael Todd Games, Yazar Media Group LLC",Yazar Media Group LLC,,459,104,0,"50,000 .. 100,000",66,0,44,0,499,499,0,,
252290,252290,Elegy for a Dead World,"Dejobaan Games, LLC, Popcannibal","Dejobaan Games, LLC",,173,86,0,"100,000 .. 200,000",18,0,16,0,1499,1499,0,,
235820,235820,Element4l,I-Illusions,I-Illusions,,506,98,0,"50,000 .. 100,000",168,0,86,0,899,899,0,,
343390,343390,Elementary My Dear Majesty!,Alawar Dreamdale,Alawar Entertainment,,99,42,0,"50,000 .. 100,000",226,0,209,0,99,99,0,,
340650,340650,Elements: Soul of Fire,Soul Catapult,New Reality Games,,86,80,0,"200,000 .. 500,000",271,0,264,0,0,0,0,,
251310,251310,Eleusis,Nocturnal works,Nocturnal works,,124,99,0,"20,000 .. 50,000",204,0,151,0,1499,1499,0,,
359320,359320,Elite Dangerous,Frontier Developments,Frontier Developments,,25732,10763,0,"1,000,000 .. 2,000,000",5759,1167,1413,309,2999,2999,0,,
unknow,unknow,Elite Dangerous Horizons,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
400110,400110,Else Heart.Break(),"Erik Svedäng, El Huervo / Niklas Åkerblad, Tobias Sjögren, Oscar ""Ratvader"" Rydelius, Johannes Gotlén",Erik Svedäng AB,,352,172,0,"200,000 .. 500,000",117,0,29,0,2499,2499,0,,
237310,237310,Elsword,KOG,KOG Games,,4740,1476,0,"1,000,000 .. 2,000,000",3097,916,51,94,0,0,0,,
25850,25850,Elven Legacy,1C:InoCo,1C Entertainment,,75,27,0,"50,000 .. 100,000",168,0,76,0,499,499,0,,
42930,42930,Elven Legacy: Magic,1C:InoCo,1C Entertainment,,8,3,0,"20,000 .. 50,000",0,0,0,0,199,199,0,,
42950,42950,Elven Legacy: Ranger,1C:InoCo,1C Entertainment,,9,2,0,"20,000 .. 50,000",14,0,14,0,199,199,0,,
42940,42940,Elven Legacy: Siege,1C:InoCo,1C Entertainment,,4,3,0,"50,000 .. 100,000",8,0,12,0,199,199,0,,
unknow,unknow,Emergency 2012,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Emergency 2013,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
260930,260930,Emergency 2014,Sixteen Tons Entertainment,Sixteen Tons Entertainment,,122,99,0,"50,000 .. 100,000",646,0,476,0,999,999,0,,
unknow,unknow,Emergency 5 - Deluxe Edition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
417860,417860,Emily is Away,Kyle Seeley,Kyle Seeley,,25981,3346,0,"1,000,000 .. 2,000,000",83,694,38,486,0,0,0,,
unknow,unknow,Empire Total War,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
377900,377900,Empire TV Tycoon,Dreamsite Games,Dreamsite Games,,516,170,0,"50,000 .. 100,000",223,3,103,3,999,999,0,,
608580,608580,Empires,Interactive Gaming Studios,Interactive Gaming Studios,,14,10,0,"0 .. 20,000",72,0,72,0,499,499,0,,
383120,383120,Empyrion - Galactic Survival,Eleon Game Studios,Eleon Game Studios,,10930,2732,0,"500,000 .. 1,000,000",3499,362,634,135,1999,1999,0,,
253980,253980,Enclave,Starbreeze,Topware Interactive,,4070,1134,0,"1,000,000 .. 2,000,000",212,170,213,233,499,499,0,,
289130,289130,Endless Legend,AMPLITUDE Studios,SEGA,,9959,2087,0,"1,000,000 .. 2,000,000",1305,325,472,222,2999,2999,0,,
404410,404410,Endless Sky,Michael Zahniser,Michael Zahniser,,3392,365,0,"500,000 .. 1,000,000",437,87,21,93,0,0,0,,
unknow,unknow,Endless Space,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
256190,256190,Enemy Front,CI Games,CI Games,,2168,1283,0,"200,000 .. 500,000",254,70,112,70,199,1999,90,,
285840,285840,Enemy Mind,Schell Games,Schell Games,,641,103,0,"200,000 .. 500,000",199,0,180,0,999,999,0,,
unknow,unknow,Enemy Territory Quake Wars,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
318220,318220,Enforcer: Police Crime Action,Odin Game Studio,Excalibur Publishing,,1030,1117,0,"100,000 .. 200,000",310,14,275,14,1999,1999,0,,
207570,207570,English Country Tune,increpare games,increpare games,,278,61,0,"200,000 .. 500,000",43,0,11,0,499,499,0,,
284770,284770,Enigmatis 2: The Mists of Ravenwood,Artifex Mundi,Artifex Mundi,,861,22,0,"100,000 .. 200,000",270,0,220,0,999,999,0,,
284750,284750,Enigmatis: The Ghosts of Maple Creek,Artifex Mundi,Artifex Mundi,,684,130,0,"50,000 .. 100,000",309,0,248,0,999,999,0,,
377470,377470,ENKI,Storm in a Teacup,Storm in a Teacup,,89,51,0,"20,000 .. 50,000",4395,0,203,0,499,499,0,,
245280,245280,ENSLAVED: Odyssey to the West Premium Edition,Ninja Theory,BANDAI NAMCO Entertainment,,3629,640,0,"200,000 .. 500,000",306,0,109,0,1999,1999,0,,
350070,350070,Environmental Station Alpha,"Arvi Teikari, Roope Mäkinen",Hempuli Oy,,504,52,0,"20,000 .. 50,000",272,0,153,0,799,799,0,,
334030,334030,Epic Arena,Shadow Masters,Shadow Masters,,194,97,0,"100,000 .. 200,000",107,0,23,0,0,0,0,,
265610,265610,Epic Battle Fantasy 4,Matt Roszak,Matt Roszak,,2181,79,0,"100,000 .. 200,000",748,279,286,279,1199,1199,0,,
381560,381560,Epic Cards Battle(TCG),momoStorm Entertainment,momoStorm Entertainment,,357,351,0,"100,000 .. 200,000",171,0,21,0,0,0,0,,
408930,408930,ePic Character Generator,Overhead Games,Overhead Games,,76,90,0,"100,000 .. 200,000",55,0,18,0,0,0,0,,
244590,244590,Epigenesis,Dead Shark Triplepunch,Dead Shark Triplepunch,,810,421,0,"200,000 .. 500,000",183,0,191,0,0,0,0,,
329640,329640,Eradicator,"Accolade, Inc","Retroism, Nightdive Studios",,44,6,0,"50,000 .. 100,000",10,0,13,0,699,699,0,,
356880,356880,Eron,David Mulder,David Mulder,,138,100,0,"20,000 .. 50,000",90,0,28,0,199,199,0,,
261700,261700,Eryi's Action,Xtal Sword,Xtal Sword,,1083,151,0,"50,000 .. 100,000",243,58,150,58,499,499,0,,
365050,365050,Escape,Stephane Bottin,Stephane Bottin,,174,119,0,"100,000 .. 200,000",15,0,7,0,0,0,0,,
759010,759010,Escape,Ragdoll Inc,Ragdoll Inc,,11,14,0,"0 .. 20,000",13,4,15,4,149,499,70,,
226560,226560,Escape Dead Island,Fatshark,Deep Silver,,545,379,0,"50,000 .. 100,000",268,0,181,0,1499,1499,0,,
251370,251370,Escape Goat,MagicalTimeBean,MagicalTimeBean,,564,16,0,"20,000 .. 50,000",147,7,120,7,499,499,0,,
255340,255340,Escape Goat 2,MagicalTimeBean,Double Fine Presents,,302,9,0,"50,000 .. 100,000",265,205,215,394,999,999,0,,
363490,363490,Escape Machines,Mint Age Studios,Back To Basics Gaming,,270,373,0,"200,000 .. 500,000",225,13,212,13,49,99,51,,
3600,3600,Escape Rosecliff Island,SpinTop Games,"PopCap Games, Inc.",,96,56,0,"100,000 .. 200,000",180,0,133,0,499,499,0,,
806600,806600,Escape!,Halfheartd Games,Halfheartd Games,,1,0,0,"0 .. 20,000",351,0,351,0,299,299,0,,
unknow,unknow,Eschalon Book 1,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Eschalon Book 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
366530,366530,Esenthel Engine,Grzegorz Slazinski,Grzegorz Slazinski,,21,20,0,"50,000 .. 100,000",3,0,1,0,0,0,0,,
unknow,unknow,Estranged Act I,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Eternal Fate,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
351640,351640,Eternal Senia,Holy Priest,Holy Priest,,10029,228,0,"500,000 .. 1,000,000",126,1,23,1,0,0,0,,
unknow,unknow,Eternal Silence,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
266330,266330,Ethan: Meteor Hunter,Seaven Studio,Seaven Studio,,131,77,0,"50,000 .. 100,000",194,0,152,0,999,999,0,,
265950,265950,Ether One,White Paper Games,White Paper Games,,273,92,0,"50,000 .. 100,000",284,0,171,0,1999,1999,0,,
391920,391920,Ether One Redux,,,,0,0,0,"0 .. 20,000",230,0,231,0,0,0,0,,
214570,214570,ETHER VAPOR Remaster,Edelweiss,Nyu Media,,189,55,0,"50,000 .. 100,000",135,0,81,0,799,799,0,,
245370,245370,Etherium,Tindalos Interactive,Focus Home Interactive,,320,509,0,"50,000 .. 100,000",192,0,160,0,999,999,0,,
270770,270770,Etherlords,Nival,Nival,,59,87,0,"100,000 .. 200,000",4,0,5,0,499,499,0,,
270790,270790,Etherlords II,Nival,Nival,,188,45,0,"100,000 .. 200,000",429,0,568,0,499,499,0,,
unknow,unknow,Eufloria,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
221180,221180,Eufloria HD,"Rudolf Kremers & Alex May, Tuna",Omni Systems,,347,34,0,"100,000 .. 200,000",121,0,71,0,1499,1499,0,,
314520,314520,Euro Fishing,Dovetail Games,Dovetail Games - Fishing ,,896,569,0,"50,000 .. 100,000",554,109,237,109,799,1999,60,,
232010,232010,Euro Truck Simulator,SCS Software,SCS Software,,3732,959,0,"500,000 .. 1,000,000",477,533,47,797,499,499,0,,
227300,227300,Euro Truck Simulator 2,SCS Software,SCS Software,,174487,5727,0,"5,000,000 .. 10,000,000",4703,448,1323,145,1999,1999,0,,
283350,283350,Eurofighter Typhoon,Rage Software,Funbox Media Ltd,,47,147,0,"200,000 .. 500,000",19,0,3,0,299,299,0,,
unknow,unknow,Europa Universalis III,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
236850,236850,Europa Universalis IV,Paradox Development Studio,Paradox Interactive,,39934,8146,0,"1,000,000 .. 2,000,000",12512,717,1543,286,3999,3999,0,,
23420,23420,Europa Universalis: Rome - Gold Edition ,Paradox Development Studio,Paradox Interactive,,118,50,0,"50,000 .. 100,000",548,0,340,0,249,999,75,,
299250,299250,European Ship Simulator,Excalibur,Excalibur Publishing,,220,318,0,"50,000 .. 100,000",271,0,198,0,1999,1999,0,,
8500,8500,EVE Online,CCP,CCP,,8203,2733,0,"1,000,000 .. 2,000,000",2533,672,96,89,0,0,0,,
331470,331470,Everlasting Summer,Soviet Games,Soviet Games,,30978,1516,0,"1,000,000 .. 2,000,000",1116,392,159,223,0,0,0,,
unknow,unknow,EverQuest Free-to-Play,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
201230,201230,EverQuest II,Daybreak Game Company,Daybreak Game Company,,840,312,0,"500,000 .. 1,000,000",1885,0,90,0,0,0,0,,
unknow,unknow,EverQuest Secrets of Faydwer,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,EverQuest Seeds of Destruction,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
32150,32150,Everyday Genius: SquareLogic,TrueThought,TrueThought,,302,6,0,"0 .. 20,000",1168,0,1444,0,499,499,0,,
unknow,unknow,EVGA PrecisionX 16,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
3720,3720,Evil Genius,Elixir Studios,Rebellion,,1821,91,0,"200,000 .. 500,000",774,107,170,107,999,999,0,,
263820,263820,EvilQuest,Chaosoft Games,Chaosoft Games,,530,69,0,"50,000 .. 100,000",224,0,148,0,199,199,0,,
71000,71000,Evochron Mercenary,StarWraith 3D Games LLC,StarWraith 3D Games LLC,,322,84,0,"50,000 .. 100,000",286,0,195,0,1999,1999,0,,
233470,233470,Evoland,Shiro Games,Shiro Games,,4423,903,0,"200,000 .. 500,000",199,0,146,0,0,0,0,,
291150,291150,Evolution RTS,Forboding Angel,,,185,188,0,"100,000 .. 200,000",100,2,12,2,0,0,0,,
unknow,unknow,Evolve,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
207370,207370,eXceed - Gun Bullet Children,Flat Software,Nyu Media,,205,215,0,"50,000 .. 100,000",117,16,79,16,299,299,0,,
207380,207380,eXceed 2nd - Vampire REX,Tennen-sozai,Nyu Media,,193,29,0,"50,000 .. 100,000",162,12,90,12,599,599,0,,
207400,207400,eXceed 3rd - Jade Penetrate Black Package,Tennen-sozai,Nyu Media,,489,41,0,"50,000 .. 100,000",259,15,104,15,599,599,0,,
331500,331500,Executive Assault,Hesketh Studios Ltd,Hesketh Studios Ltd,,1181,185,0,"50,000 .. 100,000",638,0,312,0,1299,1299,0,,
237430,237430,Expeditions: Conquistador,Logic Artists,THQ Nordic,,885,201,0,"100,000 .. 200,000",370,0,142,0,1999,1999,0,,
281820,281820,Explodemon,Curve Studios,Curve Digital,,46,17,0,"20,000 .. 50,000",31,0,18,0,899,899,0,,
21110,21110,F.E.A.R.,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,,0,0,0,"1,000,000 .. 2,000,000",190,68,118,68,5499,5499,0,,
21120,21120,F.E.A.R.,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,,0,0,0,"1,000,000 .. 2,000,000",243,93,123,93,5499,5499,0,,
21090,21090,F.E.A.R.,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,,6307,433,0,"1,000,000 .. 2,000,000",319,123,129,184,5499,5499,0,,
16450,16450,F.E.A.R. 2: Project Origin,Monolith,Warner Bros. Interactive Entertainment,,3252,503,0,"1,000,000 .. 2,000,000",494,92,188,92,1499,1499,0,,
21100,21100,F.E.A.R. 3,Day 1 Studios,Warner Bros. Interactive Entertainment,,5309,2020,0,"1,000,000 .. 2,000,000",356,128,210,130,1999,1999,0,,
unknow,unknow,F.E.A.R. Extraction Point,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,F.E.A.R. Online,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,F.E.A.R. Perseus Mandate,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,F1 2010,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
44360,44360,F1 2011,Codemasters Birmingham,Codemasters,,229,107,0,"100,000 .. 200,000",625,1,174,1,1499,1499,0,,
208500,208500,F1 2012,Codemasters Birmingham,Codemasters,,1437,174,0,"200,000 .. 500,000",2381,73,278,112,1999,1999,0,,
unknow,unknow,F1 2013,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
226580,226580,F1 2014,Codemasters,Codemasters,,1105,314,0,"100,000 .. 200,000",1707,1,415,1,2999,2999,0,,
286570,286570,F1 2015,"Codemasters, Feral Interactive (Linux)","Codemasters, Feral Interactive (Linux)",,3795,2695,0,"2,000,000 .. 5,000,000",432,595,348,79,3999,3999,0,,
203680,203680,F1 RACE STARS,Codemasters Birmingham,Codemasters,,689,211,0,"100,000 .. 200,000",150,33,48,33,1499,1499,0,,
204030,204030,Fable - The Lost Chapters,Lionhead Studios,Microsoft Studios,,4360,363,0,"500,000 .. 1,000,000",721,469,212,684,999,999,0,,
288470,288470,Fable Anniversary,Lionhead Studios,Microsoft Studios,,4003,1115,0,"500,000 .. 1,000,000",662,420,269,579,3499,3499,0,,
unknow,unknow,Fable III,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
320790,320790,Fabula Mortis,Deadghost Interactive,Deadghost Interactive,,32,39,0,"0 .. 20,000",202,0,197,0,799,799,0,,
364050,364050,Face It - A game to fight inner demons,"Tlön Studios, Ilex Games",Gamestorming,,905,249,0,"50,000 .. 100,000",276,254,248,254,399,399,0,,
244690,244690,Face Noir,Mad Orange,Phoenix Online Publishing,,158,75,0,"50,000 .. 100,000",209,0,200,0,999,999,0,,
unknow,unknow,Face of Mankind,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
274920,274920,FaceRig,Holotech Studios,Holotech Studios,,3824,780,0,"500,000 .. 1,000,000",506,185,113,152,1499,1499,0,,
289300,289300,Faces of War,Best Way,1C Entertainment,,482,79,0,"20,000 .. 50,000",299,15,156,15,499,499,0,,
259720,259720,Fading Hearts,Sakura River Interactive,Sakura River Interactive,,138,68,0,"0 .. 20,000",275,0,344,0,1499,1499,0,,
38600,38600,Faerie Solitaire,Subsoap,Subsoap,,2138,207,0,"200,000 .. 500,000",497,53,279,106,999,999,0,,
303790,303790,Faery - Legends of Avalon,Spiders Studio,Focus Home Interactive,,367,140,0,"50,000 .. 100,000",159,0,130,0,999,999,0,,
282880,282880,FaeVerse Alchemy,Subsoap,Subsoap,,195,96,0,"50,000 .. 100,000",474,0,456,0,0,0,0,,
312840,312840,Fahrenheit: Indigo Prophecy Remastered,"Aspyr, Quantic Dream (original release)",Aspyr,,2377,550,0,"200,000 .. 500,000",270,235,199,243,999,999,0,,
352120,352120,Fair Strike,G5 Software,Buka Entertainment,,23,9,0,"0 .. 20,000",182,0,225,0,399,399,0,,
214590,214590,Fairy Bloom Freesia,Edelweiss,Nyu Media,,880,139,0,"100,000 .. 200,000",209,51,94,102,519,799,35,,
347830,347830,Fairy Fencer F,"Idea Factory, Compile Heart",Idea Factory International,,1996,206,0,"100,000 .. 200,000",962,60,341,60,1999,1999,0,,
unknow,unknow,Fairy Tale Mysteries The Puppet Thief Collector's Edition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
334300,334300,Fake Colours,"Beyond-Limits-Games, FCG","Forthright Entertainment, LLC",,110,20,0,"100,000 .. 200,000",282,0,295,0,299,299,0,,
314510,314510,Fall of the New Age Premium Edition,Shaman Games Studio,PlayRIX,,73,49,0,"20,000 .. 50,000",83,0,118,0,699,699,0,,
unknow,unknow,Fallen Earth,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Fallen Enchantress,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
228260,228260,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,Stardock Entertainment,,1257,490,0,"200,000 .. 500,000",850,439,343,439,2499,2499,0,,
unknow,unknow,Fallout,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Fallout 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
22300,22300,Fallout 3,Bethesda Game Studios,Bethesda Softworks,,9876,2665,0,"500,000 .. 1,000,000",684,15,181,8,999,999,0,,
22370,22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,,17657,4450,0,"2,000,000 .. 5,000,000",1105,54,228,4,1999,1999,0,,
377160,377160,Fallout 4,Bethesda Game Studios,Bethesda Softworks,,109701,45276,0,"5,000,000 .. 10,000,000",5571,604,2598,114,1499,2999,50,,
unknow,unknow,Fallout Tactics,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
22380,22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,,66269,3098,0,"2,000,000 .. 5,000,000",2942,269,981,88,999,999,0,,
22490,22490,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,98,46753,2153,95,"500,000 .. 1,000,000",2716,212,988,89,999,999,0,,
297210,297210,Famaze,Oryx Design Lab,Oryx Design Lab,,277,75,0,"100,000 .. 200,000",62,0,11,0,0,0,0,,
unknow,unknow,Family Guy Back to the Multiverse,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
307090,307090,Fancy Skulls,tequibo,tequibo,,205,67,0,"50,000 .. 100,000",221,0,201,0,899,899,0,,
63900,63900,Fantasy Wars,Ino-Co,1C Entertainment,,115,27,0,"50,000 .. 100,000",110,3,35,3,499,499,0,,
13520,13520,Far Cry,Crytek Studios,Ubisoft,,3068,592,0,"500,000 .. 1,000,000",296,23,64,23,999,999,0,,
unknow,unknow,Far Cry 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
220240,220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,,46109,5573,0,"2,000,000 .. 5,000,000",1453,551,926,84,1999,1999,0,,
233270,233270,Far Cry 3 - Blood Dragon,Ubisoft Montreal,Ubisoft,,9245,1237,0,"1,000,000 .. 2,000,000",374,32,201,50,1499,1499,0,,
298110,298110,Far Cry 4,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,,16891,4665,0,"1,000,000 .. 2,000,000",1604,217,1071,90,2999,2999,0,,
352430,352430,Farlight Explorers,Farlight Games Industry,Farlight Games Industry,,113,64,0,"0 .. 20,000",297,0,280,0,1499,1499,0,,
266390,266390,Farm for your Life,Hammer Labs,Hammer Labs,,430,104,0,"50,000 .. 100,000",360,0,203,0,999,999,0,,
284290,284290,Farm Machines Championships 2014,Silden,Silden,,50,70,0,"20,000 .. 50,000",231,0,7,0,0,0,0,,
259910,259910,Farming Giant,Actalogic,Toplitz Productions,,47,171,0,"20,000 .. 50,000",731,0,779,0,199,199,0,,
313160,313160,Farming Simulator 15,Giants Software,Giants Software,,10200,1064,0,"500,000 .. 1,000,000",4715,128,1369,108,1999,1999,0,,
90200,90200,Farming Simulator 2011,Giants Software,Giants Software,,336,67,0,"50,000 .. 100,000",1798,0,891,0,999,999,0,,
unknow,unknow,Farming Simulator 2013,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Farming Simulator 2013 - Modding Tutorials,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
277500,277500,Farming World,Excalibur,Excalibur Publishing,,97,152,0,"50,000 .. 100,000",262,0,264,0,499,499,0,,
286340,286340,FarSky,Farsky Interactive,Farsky Interactive,,2557,1003,0,"100,000 .. 200,000",237,25,125,29,499,499,0,,
unknow,unknow,Fast & Furious Showdown,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
325860,325860,Fat Chicken,"Mighty Rabbit Studios, Relevant Games",Relevant Games,,30,11,0,"0 .. 20,000",200,0,172,0,999,999,0,,
246840,246840,FATE,WildTangent,WildTangent,,847,77,0,"100,000 .. 200,000",366,0,163,0,799,799,0,,
80200,80200,Fate of the World,Red Redemption,Red Redemption,,265,79,0,"50,000 .. 100,000",142,0,40,0,999,999,0,,
303680,303680,FATE: The Traitor Soul,WildTangent,WildTangent,,134,18,0,"20,000 .. 50,000",231,0,123,0,799,799,0,,
276890,276890,FATE: Undiscovered Realms,WildTangent,WildTangent,,123,47,0,"100,000 .. 200,000",258,0,138,0,799,799,0,,
349780,349780,Fatty Maze's Adventures,Five Cubed,T.G.S. TRUE GAMES STUDIO LIMITED,,6,3,0,"0 .. 20,000",0,0,0,0,599,599,0,,
286260,286260,fault - milestone one,ALICE IN DISSONANCE,Sekai Project,,2407,164,0,"200,000 .. 500,000",277,92,221,146,1499,1499,0,,
344770,344770,fault - milestone two side:above,ALICE IN DISSONANCE,Sekai Project,,1855,39,0,"50,000 .. 100,000",301,151,224,151,1499,1499,0,,
